Category,Nutrient Data Bank Number,Alpha Carotene,Ash,Beta Carotene,Beta Cryptoxanthin,Carbohydrate,Cholesterol,Choline,Fiber,Kilocalories,Lutein and Zeaxanthin,Lycopene,Manganese,Niacin,Pantothenic Acid,Protein,Refuse Percentage,Retinol,Riboflavin,Selenium,Sugar Total,Thiamin,Water,Monosaturated Fat,Polysaturated Fat,Saturated Fat,Total Lipid,Major Minerals.Calcium,Major Minerals.Copper,Major Minerals.Iron,Major Minerals.Magnesium,Major Minerals.Phosphorus,Major Minerals.Potassium,Major Minerals.Sodium,Major Minerals.Zinc,Vitamin A - IU,Vitamin A - RAE,Vitamin B12,Vitamin B6,Vitamin C,Vitamin E,Vitamin K
SWAMP CABBAGE,11503,0,1.6,0,0,3.14,0,0,2.099999905,19,0,0,0.16,0.9,0.141,2.6,23,0,0.1,0.9,0,0.03,92.47,0,0,0,0.2,77,0.023,1.67,71,39,312,113,0.18,6300,315,0,0.096,55,0,0
SWEET POTATO,11507,7,0.99,8509,0,20.12,0,12,3,86,0,0,0.258,0.557,0.8,1.57,28,0,0.061,0.6,4.179999828,0.078,77.28,0.001,0.014,0.018,0.05,30,0.151,0.61,25,47,337,55,0.3,14187,709,0,0.209,2.4,0.26,1.8
SWEET POTATO LEAVES,11505,0,1.36,0,0,6.38,0,0,2,35,0,0,0.256,1.13,0.225,4,6,0,0.345,0.9,0,0.156,87.96,0.012,0.134,0.065,0.3,37,0.037,1.01,61,94,518,9,0.29,1028,51,0,0.19,11,0,0
SWEET ROLLS,18355,0,1.4,0,0,43.7,76,0,1.200000048,360,0,0,0.21,0.83,0.416,7.1,0,0,0.13,11.9,0,0.15,29.4,9.057,2.032,6.059,18.3,118,0.095,0.76,19,98,137,357,0.63,254,0,0.3,0.069,0.2,0,0
SWEETENERS,19337,0,0,0,0,89.08,0,0,0,365,0,0,0,0,0,2.17,0,0,0,0.5,80.69999695,0,8.75,0,0,0,0,0,0,0.04,0,0,4,0,0.01,0,0,0,0,0,0,0
SWEETPOTATO,11512,0,1,4790,0,21.12,0,13,1.799999952,91,0,0,0.455,0.741,0.523,1.65,0,0,0.057,0.7,5,0.037,76.03,0.008,0.084,0.041,0.2,22,0.139,0.89,22,49,312,53,0.18,7983,399,0,0.19,26.4,1,2.2
SWORDFISH,15110,0,1.48,0,0,0,39,65,0,121,0,0,0.019,9.68,0.412,19.8,0,36,0.095,48.1,0,0.037,75.62,1.545,0.922,1.097,4.01,4,0.126,0.81,27,263,288,90,1.15,120,36,1.75,0.33,1.1,0.5,0.1
SYRUPS,19113,0,0.2,0,0,74.1,4,0,0,296,0,0,0.086,0.02,0.025,0,0,13,0.009,0.7,0,0.011,24,0.47,0.06,1.01,1.6,2,0.209,0.09,2,10,3,98,0.04,61,14,0,0,0,0,0
TACO BELL,21260,0,1.87,46,0,17.95,31,0,3.599999905,236,0,0,0.276,1.92,0.185,10.79,0,0,0.189,9.2,0,0.093,55.91,5.445,2.097,4.659,13.48,79,0.075,1.88,33,178,216,447,2.22,77,4,0.96,0.142,0,0.6,15.3
TACO SHELLS,18360,3,1.99,3,13,62.72,0,30,4.599999905,467,106,3,0.429,1.867,0.357,7.08,0,0,0.08,4.8,1.230000019,0.216,7.38,11.835,3.716,4.37,20.83,101,0.127,1.86,85,226,223,389,1.61,17,1,0,0.203,0,0.69,8.6
TAMARIND NECTAR,9437,0,0.09,0,0,14.73,0,1,0.5,57,0,0,0.02,0.07,0.037,0.09,0,0,0.003,0,12.69999981,0.003,84.97,0,0,0,0.12,10,0.014,0.75,4,2,27,7,0.02,0,0,0,0.007,7.1,0.12,0.1
TAMARINDS,9322,0,2.7,18,0,62.5,0,9,5.099999905,239,0,0,0,1.938,0.143,2.8,66,0,0.152,1.3,57.40000153,0.428,31.4,0.181,0.059,0.272,0.6,74,0.086,2.8,92,113,628,28,0.1,30,2,0,0.066,3.5,0.1,2.8
TANGERINE JUC,9223,14,0.3,38,214,12,0,6,0.200000003,50,166,0,0.037,0.1,0.125,0.5,0,0,0.02,0.1,11.80000019,0.06,87,0.018,0.025,0.013,0.2,18,0.025,0.2,8,14,178,1,0.03,253,13,0,0.032,22,0.15,0
TANGERINE JUICE,9221,14,0.3,38,214,10.1,0,6,0.200000003,43,166,0,0.037,0.1,0.125,0.5,0,0,0.02,0.1,9.899999619,0.06,88.9,0.036,0.04,0.024,0.2,18,0.025,0.2,8,14,178,1,0.03,253,13,0,0.042,31,0.13,0
TANGERINES,9218,101,0.38,155,407,13.34,0,10,1.799999952,53,138,0,0.039,0.376,0.216,0.81,26,0,0.036,0.1,10.57999992,0.058,85.17,0.06,0.065,0.039,0.31,37,0.042,0.15,12,20,166,2,0.07,681,34,0,0.078,26.7,0.2,0
TAPIOCA,20068,0,0.11,0,0,88.69,0,1,0.899999976,358,0,0,0.11,0,0.135,0.19,0,0,0,0.8,3.349999905,0.004,10.99,0.005,0.003,0.005,0.02,20,0.02,1.58,1,7,11,1,0.12,0,0,0,0.008,0,0,0
TARO,11518,0,1.2,35,20,26.46,0,17,4.099999905,112,0,0,0.383,0.6,0.303,1.5,14,0,0.025,0.7,0.400000006,0.095,70.64,0.016,0.083,0.041,0.2,43,0.172,0.55,33,84,591,11,0.23,76,4,0,0.283,4.5,2.38,1
TARO LEAVES,11520,0,1.92,2895,0,6.7,0,13,3.700000048,42,1932,0,0.714,1.513,0.084,4.98,40,0,0.456,0.9,3.00999999,0.209,85.66,0.06,0.307,0.151,0.74,107,0.27,2.25,45,60,648,3,0.41,4825,241,0,0.146,52,2.02,108.6
TARO SHOOTS,11522,0,0.85,0,0,2.32,0,0,0,11,0,0,0.122,0.8,0.075,0.92,12,0,0.05,0.9,0,0.04,95.82,0.007,0.037,0.018,0.09,12,0.088,0.6,8,28,332,1,0.51,50,3,0,0.111,21,0,0
TEA,14137,0,0.12,0,0,9.09,0,0,0,36,0,0,0.131,0,0,0,0,0,0,0,9.090000153,0,91.18,0,0,0,0,3,0.008,0,1,36,19,21,0.06,0,0,0,0,0,0,0
TEFF,20142,0,2.37,5,0,73.13,0,13,8,367,66,0,9.24,3.363,0.942,13.3,0,0,0.27,4.4,1.840000033,0.39,8.82,0.589,1.071,0.449,2.38,180,0.81,7.63,184,429,427,12,3.63,9,0,0,0.482,0,0.08,1.9
TEMPEH,16174,0,1.53,0,0,9.35,0,0,0,196,0,0,1.285,2.135,0.453,18.19,0,0,0.357,0,0,0.054,59.56,3.745,2.638,3.4,11.38,96,0.54,2.13,77,253,401,14,1.57,0,0,0.14,0.199,0,0,0
TENNIS BREAD,35187,0,2.92,0,0,53.26,0,0,2.599999905,258,0,0,0.48,3.41,0.39,9,0,0,0.291,15.5,3.00999999,0.69,33.77,0.12,0.59,0.27,1.05,67,0.03,3.4,28,160,100,810,0.53,0,0,0,0.059,0,0.07,0.2
THE BUDGET GOURMET,22603,0,2.5,2620,0,7.4,27,0,1.5,143,0,0,0,0,0,4.3,0,0,0,0,0,0,75.1,0,0,4.9,10.7,157,0,1.26,0,0,0,422,0,4567,0,0,0,17.5,0,0
THURINGER,7078,0,3.63,0,0,3.33,74,79,0,362,0,0,0,4.31,0,17.45,0,0,0.33,20.3,0.850000024,0.15,45.18,12.97,1.2,11.51,30.43,9,0.15,2.04,14,111,260,1300,2.56,0,0,5.5,0.26,16.6,0.22,1.3
THYME,2049,0,3.2,2851,0,24.45,0,0,14,101,0,0,1.719,1.824,0.409,5.56,32,0,0.471,0,0,0.048,65.11,0.081,0.532,0.467,1.68,405,0.555,17.45,160,106,609,9,1.81,4751,238,0,0.348,160.1,0,0
TILEFISH,15112,0,1.14,0,0,0,50,0,0,96,0,0,0.01,2.9,0.75,17.5,0,18,0.16,36.5,0,0.12,78.9,0.571,0.599,0.441,2.31,26,0.041,0.25,28,187,433,53,0.37,60,18,2.2,0.26,0,0,0
TKY,22957,0,1.66,0,0,16.32,14,17,1.299999952,128,0,0,0.157,3.057,0.233,6.97,0,0,0.252,7.9,4.820000172,0.138,71.16,1.235,1.087,0.89,3.89,27,0.056,0.79,18,106,230,420,0.48,85,0,0.33,0.177,0.8,0.24,11.5
TOASTER PASTRIES,18361,0,1.8,0,0,68.1,0,0,1,412,0,0,0.322,4.574,0.265,5.1,0,296,0.576,12.6,0,0.373,10.8,8.032,1.802,3.639,14.2,34,0.132,4.03,24,133,114,424,0.63,986,296,0.22,0.425,0.1,0,0
TOFU,16126,0,1.01,0,0,1.69,0,28,0.899999976,70,0,0,0.625,0.101,0.11,8.19,0,0,0.063,9.9,0.600000024,0.06,84.95,1.226,1.794,0.863,4.17,201,0.213,1.61,37,121,148,12,0.83,0,0,0,0.071,0.2,0.01,2.4
TOMATILLOS,11954,10,0.55,63,0,5.84,0,8,1.899999976,32,467,0,0.153,1.85,0.15,0.96,0,0,0.035,0.5,3.930000067,0.044,91.63,0.155,0.417,0.139,1.02,7,0.079,0.62,20,39,268,1,0.22,114,6,0,0.056,11.7,0.38,10.1
TOMATO JUC,11540,0,1.05,270,0,4.24,0,7,0.400000006,17,60,9037,0.07,0.673,0.25,0.76,0,0,0.031,0.3,3.559999943,0.047,93.9,0.009,0.024,0.008,0.05,10,0.061,0.43,11,18,229,269,0.15,450,23,0,0.111,18.3,0.32,2.3
TOMATO PRODUCTS,11546,29,2.8,901,0,18.91,0,38,4.099999905,82,0,28764,0.302,3.076,0.142,4.32,0,0,0.153,5.3,12.18000031,0.06,73.5,0.067,0.16,0.1,0.47,36,0.365,2.98,42,83,1014,98,0.63,1525,76,0,0.216,21.9,4.3,11.4
TOMATO SAU,43217,0,0.69,317,4,8.71,0,12,1.5,42,28,17163,0.131,1.15,0,1.3,0,0,0.06,0.6,5.21999979,0.07,89.1,0.029,0.079,0.028,0.2,14,0.196,0.77,19,32,371,11,0.25,532,27,0,0.16,13.1,1.74,3.5
TOMATO&VEG JUC,43365,210,1.21,830,0,4.59,0,7,0.800000012,22,80,9660,0,0.73,0,0.6,0,0,0.03,0.5,3.799999952,0.04,93.5,0.016,0.042,0.014,0.1,11,0.2,0.42,11,17,193,70,0.2,1558,78,0,0.14,27.7,0.32,5.3
TOMATOES,11527,78,0.5,346,0,5.1,0,9,1.100000024,23,0,0,0.1,0.5,0.5,1.2,9,0,0.04,0.4,4,0.06,93,0.03,0.081,0.028,0.2,13,0.09,0.51,10,28,204,13,0.07,642,32,0,0.081,23.4,0.38,10.1
TOPPINGS,19137,0,0.4,9,0,66.3,0,10,0.699999988,254,9,0,0.167,0.161,0.048,0.2,0,0,0.024,0.8,27.37999916,0.011,33,0.014,0.05,0.005,0.1,6,0.032,0.28,4,5,51,21,0.06,18,1,0,0.012,13.7,0.1,0.7
TORTELLINI,22901,0,1.77,11,1,47,42,5,1.899999976,307,32,0,0,2.696,0,13.5,0,37,0.31,23.9,0.949999988,0.313,30.5,2.066,0.461,3.6,7.23,152,0.08,1.5,21,212,89,344,1.02,143,38,0.16,0.043,0,0.16,1.3
TORTILLA,35143,0,1.87,0,0,49.94,0,0,2.400000095,237,0,0,0.268,4.125,0.17,7.28,0,0,0.114,16.6,2.75,0.37,39.96,0.185,0.391,0.296,0.95,70,0.102,3.81,19,146,105,482,0.32,0,0,0,0.06,0,0.19,0.4
TORTILLA CHIPS,19056,0,1.44,1,1,65.56,0,19,5.300000191,489,4,0,0,1.262,1.185,7.79,0,0,0.1,6.7,1,0.015,1.85,6.789,12.213,3.007,23.36,174,0.523,2.32,146,200,215,421,2.46,3,0,0.36,0.213,0,4.29,20.9
TORTILLAS,18363,0,0.93,1,1,44.64,0,13,6.300000191,218,3,0,0.326,1.498,0.109,5.7,0,0,0.065,6.1,0.879999995,0.094,45.89,0.692,1.419,0.453,2.85,81,0.154,1.23,72,314,186,45,1.31,2,0,0,0.219,0,0.28,0
TRAIL MIX,19059,0,2.6,0,0,44.9,0,0,0,462,0,0,1.034,4.712,0.895,13.8,0,0,0.198,0,0,0.462,9.2,12.53,9.65,5.55,29.4,78,0.985,3.05,158,345,685,229,3.22,18,1,0,0.298,1.4,0,0
TREE FERN,11563,0,0.06,0,0,10.98,0,0,3.700000048,40,0,0,0.539,3.5,0.063,0.29,0,0,0.3,0.9,0,0,88.6,0.005,0.034,0.009,0.07,8,0.202,0.16,5,4,5,5,0.31,200,10,0,0.179,30,0,0
TRITICALE FLR,20070,0,1.85,0,0,73.14,0,0,14.60000038,338,0,0,4.185,2.86,2.167,13.18,0,0,0.132,0,0,0.378,10.01,0.183,0.794,0.318,1.81,35,0.559,2.59,153,321,466,2,2.66,0,0,0,0.403,0,0.9,0
TROUT,15114,0,1.17,0,0,0,58,65,0,148,0,0,0.851,4.5,1.94,20.77,0,17,0.33,12.6,0,0.35,71.42,3.254,1.499,1.149,6.61,43,0.188,1.5,22,245,361,52,0.66,57,17,7.79,0.2,0.5,0.2,0.1
TUNA,15117,0,1.18,0,0,0,38,65,0,144,0,0,0.015,8.654,1.054,23.33,0,655,0.251,36.5,0,0.241,68.09,1.6,1.433,1.257,4.9,8,0.086,1.02,50,254,252,39,0.6,2183,655,9.43,0.455,0,1,0
TURBOT,15129,0,2.1,0,0,0,48,0,0,95,0,0,0.017,2.2,0.57,16.05,0,11,0.08,36.5,0,0.066,76.95,0.61,0.88,0.75,2.95,18,0.037,0.36,51,129,238,150,0.22,35,11,2.2,0.21,1.7,0,0
TURKEY,5163,0,0.9,0,0,0.08,78,0,0,157,0,0,0.026,4.148,0.953,20.37,21,102,0.203,23.3,0,0.065,70.61,2.76,1.93,2.2,7.77,15,0.114,1.69,22,180,269,67,2.31,341,102,1.62,0.41,0.2,0,0
TURKEY AND GRAVY,5286,0,1.81,0,0,4.61,18,0,0,67,0,0,0.005,1.799,0.213,5.88,0,13,0.127,19.2,0,0.024,85.07,0.97,0.47,0.85,2.63,14,0.022,0.93,8,81,61,554,0.7,42,13,0.24,0.1,0,0,0
TURKEY BACON,42130,0,6.8,0,0,3.1,98,71,0,382,0,0,0,3.53,0,29.6,0,0,0.24,25.8,0,0.06,32.6,10.899,6.807,8.294,27.9,9,0.15,2.11,29,460,395,2285,3.03,0,0,0.36,0.32,0,1.03,7.1
TURKEY BREAST,5293,0,2.06,0,0,0,42,0,0,126,0,0,0.015,9.067,0.489,22.16,8,0,0.133,25.7,0,0.053,70.91,1.14,0.84,0.98,3.46,9,0.041,0.66,21,214,248,397,1.53,0,0,0.32,0.32,0,0,0
TURKEY HAM,7080,0,3.7,0,0,2.04,72,57,0.200000003,126,0,0,0.02,2.118,0.758,17.5,0,7,0.149,32.2,1.429999948,0.03,71.92,1.902,1.319,1.526,4.84,8,0.25,2.34,22,294,287,1114,2.59,25,7,0.23,0.209,8.9,0.64,0
TURKEY PATTIES,5292,1,2.6,2,1,15.7,75,55,0.5,283,0,0,0.077,2.3,0.52,14,0,9,0.19,22.1,0.319999993,0.1,49.7,7.47,4.71,4.69,18,14,0.093,2.2,15,270,275,800,1.44,36,10,0.23,0.197,0,0.93,15.4
TURKEY POT PIE,22528,0,1.3,1060,0,17.7,16,0,1.100000024,176,0,0,0,0,0,6.5,0,0,0,0,0,0,65.7,3.46,1.38,2.88,8.8,0,0,1,0,0,0,350,0,1767,0,0,0,0,0,0
TURKEY ROLL,7081,0,3.66,0,0,5.03,34,42,0,98,0,0,0.012,7.15,0.335,14.79,0,0,0.145,13,0,0.023,74.87,0.421,0.255,0.318,1.66,7,0.346,0.37,19,257,427,1042,0.89,0,0,0.37,0.41,0,0.13,0
TURKEY RST,5295,0,3.4,0,0,6.4,53,0,0,120,0,0,0.017,4.4,0.733,17.6,0,0,0.12,26.5,0,0.04,70.4,0.47,0.64,0.73,2.2,1,0.088,2.1,20,158,360,678,1.91,0,0,0.35,0.38,0,0,0
TURKEY SAUSAGE,7066,0,2.19,0,0,10.77,58,92,0.300000012,200,0,0,0.221,2.137,0.722,17,0,2,0.151,20.8,0,0.066,59.59,3.876,2.541,2.871,10.3,31,0.149,1.8,21,164,207,617,2.31,8,2,0.28,0.234,0,0,0
TURKEY STKS,5300,0,2.5,0,0,17,64,0,0,279,0,0,0.083,2.1,0.533,14.2,0,12,0.18,20.7,0,0.1,49.4,6.92,4.39,4.38,16.9,14,0.073,2.2,15,234,260,838,1.46,40,12,0.23,0.2,0,0,0
TURKEY THIGH,5294,0,2.06,0,0,0,62,0,0,157,0,0,0.015,2.409,0.812,18.8,13,0,0.255,27.9,0,0.083,70.6,2.53,2.35,2.65,8.54,8,0.139,1.51,17,171,241,437,4.12,0,0,0.24,0.23,0,0,0
TURKEY&PORK SAUSAGE,42173,0,2.7,0,0,0.7,84,80,0,307,0,0,0,4.22,0,22.7,0,0,0.25,21,0,0.51,50.9,9.719,3.25,7.95,23,32,0.148,1.62,19,191,337,878,3.17,0,0,1.26,0.34,1.1,0.39,5.7
TURMERIC,2043,0,6.02,0,0,64.93,0,49,21.10000038,354,0,0,7.833,5.14,0,7.83,0,0,0.233,4.5,3.210000038,0.152,11.36,1.66,2.18,3.12,9.88,183,0.603,41.42,193,268,2525,38,4.35,0,0,0,1.8,25.9,3.1,13.4
TURNIP GREENS,11568,0,1.4,6952,0,7.13,0,0,3.200000048,32,12825,0,0.466,0.6,0.38,1.5,30,0,0.1,1.2,0.810000002,0.07,89.67,0.02,0.12,0.07,0.3,190,0.35,1.1,31,42,296,40,0.19,11587,579,0,0.263,60,2.86,251
TURNIP GRNS,11569,0,1.07,4575,0,4.36,0,0,3.5,20,8440,0,0.337,0.411,0.274,1.14,0,0,0.072,0.9,0.529999971,0.045,93.2,0.015,0.091,0.053,0.23,137,0.253,0.8,22,29,203,29,0.14,7625,381,0,0.18,27.4,1.88,367.6
TURNIP GRNS&TURNIPS,11576,0,0.83,0,0,3.4,0,0,2.400000095,21,0,0,0.22,0.388,0.123,2.46,0,0,0.088,0.9,0,0.044,93.13,0.012,0.088,0.032,0.19,114,0.051,1.63,18,24,82,18,0.16,6108,305,0,0.074,25.8,0,0
TURNIPS,11564,0,0.7,0,0,6.43,0,11,1.799999952,28,0,0,0.134,0.4,0.2,0.9,19,0,0.03,0.7,3.799999952,0.04,91.87,0.006,0.053,0.011,0.1,30,0.085,0.3,11,27,191,67,0.27,0,0,0,0.09,21,0.03,0.1
TURTLE,93600,0,1.2,0,0,0,50,65,0,89,0,0,0,1.1,0,19.8,0,30,0.15,16.8,0,0.12,78.5,0.088,0.17,0.127,0.5,118,0.25,1.4,20,180,230,68,1,100,30,1,0.12,0,0.5,0.1
TYSON CHICK FAJITA KIT,22687,0,1.38,0,0,16.22,11,0,1.700000048,120,0,0,0,0,0,6.37,0,0,0,0,2.029999971,0,71.56,0.99,1.48,0.8,3.34,20,0,1.06,0,0,0,344,0,670,0,0,0,18.7,0,0
USDA CMDTY,5337,0,1.23,0,0,0,67,59,0,129,0,0,0.015,5.204,0.604,22.02,0,10,0.137,19.6,0,0.041,73.31,1.637,1.05,1.258,4.58,10,0.051,0.93,18,125,151,251,1.55,33,10,0.18,0.213,0,0.21,1.6
USDA CMDTY CHICK,5336,0,0.89,0,0,0,83,74,0,162,0,0,0.019,6.505,0.755,27.52,0,12,0.171,24.5,0,0.051,67.29,2.047,1.313,1.572,5.72,12,0.061,1.16,22,156,189,271,1.94,41,12,0.23,0.266,0,0.27,2
USDA CMDTY FD,4669,0,0,0,0,0,0,0,0,884,0,0,0,0,0,0,0,0,0,0,0,0,0,22.727,57.333,15.251,100,0,0,0.02,0,0,0,0,0,0,0,0,0,0,8.18,183.9
USDA CMDTY PEACHES,9438,0,0.21,283,26,15.65,0,0,0.699999988,61,0,0,0.037,0.585,0.045,0.56,0,0,0.02,0,10.60999966,0.023,83.43,0,0,0,0.15,3,0.03,0.25,5,10,87,7,0.16,493,25,0,0.016,2.5,1.23,2.8
USDA CMDTY PEARS,9439,0,0.29,0,0,12.91,0,0,2.200000048,51,0,0,0.042,0.218,0.041,0.34,0,0,0.046,0,8.270000458,0.02,86.26,0,0,0,0.19,9,0.03,0.34,7,9,99,4,0.14,0,0,0,0.016,0.3,0.2,0.3
USDA COMMODITY,1182,0,4.3,95,0,2,56,15,0,282,0,0,0,0.06,0,27.2,0,142,0.3,15.5,0.579999983,0.03,48.2,5.02,0.75,11.6,18.3,905,0.021,0.13,35,583,93,725,4.3,633,150,1.66,0.084,0,0.16,1.5
VANILLA EXTRACT,2051,0,0.22,0,0,2.41,0,0,0,237,0,0,0.482,0.318,0.026,0.05,0,0,0.071,0,0,0.008,64.46,0,0,0,0,0,0.023,0.13,5,22,98,4,0.06,0,0,0,0.019,0,0,0
VEAL,17088,0,1.04,0,0,0,82,0,0,144,0,0,0.028,7.5,1.31,19.35,31,0,0.27,8.4,0,0.08,72.84,2.57,0.48,2.79,6.77,15,0.109,0.83,24,203,315,82,3.06,0,0,1.34,0.41,0,0.26,0
VEGETABLE JUC COCKTAIL,11578,210,1.21,830,0,4.55,0,7,0.800000012,19,80,9660,0.1,0.726,0.266,0.63,0,0,0.028,0.5,3.299999952,0.043,93.52,0.014,0.038,0.013,0.09,11,0.2,0.42,11,17,193,270,0.2,1558,78,0,0.14,27.7,0.32,5.3
VEGETABLE OIL,4047,0,0,0,0,0,0,0,0,862,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,1.8,86.5,100,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.09,0.5
VEGETABLE OIL-BUTTER SPRD,4600,0,2,610,0,1,0,6,0,362,0,0,0,0.02,0,1,0,768,0.03,0.5,0,0.01,56,18.438,12.573,7.238,40,24,0.002,0.04,2,20,36,786,0.01,3571,819,0.09,0.01,0.1,4.47,46.1
VEGETABLES,11579,0,0.96,0,0,7.13,0,0,3.799999952,36,0,0,0.427,0.482,0.114,1.42,0,0,0.04,0.2,0,0.034,90.24,0.016,0.12,0.051,0.25,21,0.104,0.65,15,37,138,224,0.51,0,0,0,0.077,3.8,0,0
VERMICELLI,43114,0,5.58,22,0,82.32,0,177,3.900000095,331,0,0,0,0,0,0.1,0,0,0,27,17.44000053,0,11.9,0.013,0.041,0.014,0.1,55,1.916,1.81,2,20,3,4,4.24,37,2,0,0,0,0.51,3.8
VINEGAR,2048,0,0.17,0,0,0.93,0,0,0,21,0,0,0.249,0,0,0,0,0,0,0.1,0.400000006,0,93.81,0,0,0,0,7,0.008,0.2,5,8,73,5,0.04,0,0,0,0,0,0,0
VINESPINACH,11587,0,1.4,0,0,3.4,0,0,0,19,0,0,0.735,0.5,0.053,1.8,0,0,0.155,0.8,0,0.05,93.1,0,0,0,0.3,109,0.107,1.2,65,52,510,24,0.43,8000,400,0,0.24,102,0,0
VITASOY USA,16210,0,1.01,0,0,1.3,0,0,0.600000024,54,0,0,0,0,0,8.3,0,0,0,0,0.200000003,0,87.74,0.3,0,0.2,1.7,184,0,1.6,0,181,0,34,0,1902,0,2.36,0,0,11.6,0
WAFFLE,18933,0,3.13,2,2,48.39,13,28,2.599999905,309,66,0,0.223,7.942,0.217,7.42,0,437,0.648,10.3,4.409999847,0.563,31.57,5.292,1.526,2.283,9.49,299,0.037,6.59,22,444,138,710,0.48,1463,437,1.62,1.11,0,0.68,12.5
WAFFLES,18365,0,2.9,1,1,42.98,14,0,2.200000048,285,48,0,0.225,7.575,0.315,6.47,0,380,0.62,12.2,4.909999847,0.62,37.95,5.129,2.165,1.531,9.7,308,0.043,5.61,23,361,125,638,0.59,1271,381,2.93,0.898,0,1.05,7.8
WALNUTS,12154,0,2.47,24,0,9.91,0,32,6.800000191,618,9,0,3.896,0.47,1.66,24.06,76,0,0.13,17,1.100000024,0.057,4.56,15.004,35.077,3.368,59,61,1.36,3.12,201,513,523,2,3.37,40,2,0,0.583,1.7,1.8,2.7
WALRUS,35079,0,1.6,0,0,0,0,0,0,251,0,0,0,10.1,0,57,0,0,0.79,0,0,0.21,38.8,0,0,0,2.6,0,0,43,0,415,0,0,0,410,0,0,0,0,0,0
WASABI,11990,0,1.92,21,0,23.54,0,0,7.800000191,109,0,0,0.391,0.743,0.203,4.8,23,0,0.114,0,0,0.131,69.11,0,0,0,0.63,128,0.155,1.03,69,80,568,17,1.62,35,2,0,0.274,41.9,0,0
WATER,14384,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WATER W/ ADDED VITAMINS & MINERALS,14605,0,0.07,0,0,5.49,0,0,0,22,0,0,0,0.844,0.422,0,0,32,0,0,5.489999771,0,94.44,0,0,0,0,17,0.007,0,3,0,0,0,0.32,105,32,0.25,0.084,12.7,1.9,0
WATERCHESTNUTS,11588,0,1.1,0,0,23.94,0,36,3,97,0,0,0.331,1,0.479,1.4,23,0,0.2,0.7,4.800000191,0.14,73.46,0.002,0.043,0.026,0.1,11,0.326,0.06,22,63,584,14,0.5,0,0,0,0.328,4,1.2,0.3
WATERCRESS,11591,0,1.2,1914,0,1.29,0,9,0.5,11,5767,0,0.244,0.2,0.31,2.3,8,0,0.12,0.9,0.200000003,0.09,95.11,0.008,0.035,0.027,0.1,120,0.077,0.2,21,60,330,41,0.11,3191,160,0,0.129,43,1,250
WATERMELON,9326,0,0.25,303,78,7.55,0,4,0.400000006,30,8,4532,0.038,0.178,0.221,0.61,48,0,0.021,0.4,6.199999809,0.033,91.45,0.037,0.05,0.016,0.15,7,0.042,0.24,10,11,112,1,0.1,569,28,0,0.045,8.1,0.05,0.1
WATERMELON SD KRNLS,12174,0,3.94,0,0,15.31,0,0,0,557,0,0,1.614,3.55,0.346,28.33,63,0,0.145,0,0,0.19,5.05,7.407,28.094,9.779,47.37,54,0.686,7.28,515,755,648,99,10.24,0,0,0,0.089,0,0,0
WAXGOURD,11593,0,0.3,0,0,3,0,0,2.900000095,13,0,0,0.058,0.4,0.133,0.4,29,0,0.11,0.2,0,0.04,96.1,0.037,0.087,0.016,0.2,19,0.023,0.4,10,19,6,111,0.61,0,0,0,0.035,13,0,0
WEIGHT WATCHERS SMART ONES,22925,0,1.6,0,0,13.3,14,0,1.700000048,95,0,0,0,0,0,6.7,0,0,0,0,3.400000095,0,76.7,0.4,0.8,0.3,1.7,24,0,0.5,0,0,0,250,0,254,0,0,0,3.2,0,0
WENDY'S,21239,0,1.54,0,0,16.82,35,0,1.299999952,213,0,0,0.187,3.225,0.336,12.63,0,0,0.205,18.2,0,0.275,58.41,4.077,1.55,3.689,10.6,34,0.139,2.73,18,103,195,395,2.47,0,0,1.45,0.114,0.5,0,9
WHALE,35009,0,2.69,0,0,0,122,132,0,327,0,0,0.13,15.2,1.68,69.86,0,0,0.519,103,0,0.039,22.39,3.345,0.319,1.204,5.34,22,0.32,72.35,63,549,800,220,7.8,0,0,7.31,0.131,0,0.27,0
WHEAT,20071,0,1.89,5,0,68.03,0,31,12.19999981,329,220,0,4.055,5.71,0.935,15.4,0,0,0.11,70.7,0.409999996,0.504,12.76,0.303,0.765,0.314,1.92,25,0.41,3.6,124,332,340,2,2.78,9,0,0,0.336,0,1.01,1.9
WHEAT BRAN,20077,0,5.79,6,0,64.51,0,74,42.79999924,216,240,0,11.5,13.578,2.181,15.55,0,0,0.577,77.6,0.409999996,0.523,9.89,0.637,2.212,0.63,4.25,73,0.998,10.57,611,1013,1182,2,7.27,9,0,0,1.303,0,1.49,1.9
WHEAT FLOUR,20080,0,1.6,5,0,72.57,0,31,12.19999981,339,220,0,3.799,6.365,1.008,13.7,0,0,0.215,70.7,0.409999996,0.447,10.27,0.232,0.779,0.322,1.87,34,0.382,3.88,138,346,405,5,2.93,9,0,0,0.341,0,0.82,1.9
